A,W,k,ER,ER1,ER2,T,T',MT,DT
350,10,0.075,0.02,0.72832,0.02746,1.8236,1.3475,3.1711,0.15014
350,10,0.3,0.02,0.72832,0.02746,7.2945,5.3899,12.684,0.15016
350,10,0.03,0.02,0.72832,0.02746,0.72945,0.53899,1.2684,0.15016
350,10,0.04,0.02,0.72832,0.02746,0.9726,0.71865,1.6912,0.15016
350,10,0.01,0.02,0.72832,0.02746,0.24315,0.17966,0.42281,0.15016
350,10,0.02,0.02,0.72832,0.02746,0.4863,0.35932,0.84562,0.15016
350,10,0.1,0.02,0.72832,0.02746,2.4315,1.7966,4.2281,0.15016
350,10,0.2,0.02,0.72832,0.02746,4.863,3.5932,8.4562,0.15016
350,10,0.04,0.01,0.67704,0.01477,1.1662,0.8341,2.0003,0.16603
350,10,0.02,0.01,0.67704,0.01477,0.58311,0.41705,1.0002,0.16603
350,10,0.2,0.01,0.67704,0.01477,5.8311,4.1705,10.002,0.16603
350,10,0.03,0.01,0.67704,0.01477,0.87467,0.62557,1.5002,0.16604
350,10,0.3,0.01,0.67704,0.01477,8.7467,6.2557,15.002,0.16604
350,10,0.01,0.01,0.67704,0.01477,0.29156,0.20852,0.50008,0.16605
350,10,0.05,0.01,0.67704,0.01477,1.4578,1.0426,2.5004,0.16605
350,10,0.075,0.01,0.67704,0.01477,2.1867,1.5639,3.7506,0.16605
350,10,0.1,0.01,0.67704,0.01477,2.9156,2.0852,5.0008,0.16605
350,10,0.5,0.01,0.7751,0.012902,10,16.986,26.986,0.25887
350,10,0.03,0.04,0.71435,0.055995,0.76865,0.30335,1.072,0.43405
350,10,0.075,0.04,0.71435,0.055995,1.9216,0.2922,2.2138,0.73602
350,10,0.3,0.04,0.71435,0.055995,7.6865,1.1688,8.8553,0.73602
350,10,0.02,0.04,0.71435,0.055995,0.51243,0.077919,0.59035,0.73602
350,10,0.2,0.04,0.71435,0.055995,5.1243,0.77919,5.9035,0.73602
350,10,0.05,0.04,0.71435,0.055995,1.2811,0.1948,1.4759,0.73603
350,10,0.1,0.04,0.71435,0.055995,2.5622,0.3896,2.9518,0.73603
350,10,0.01,0.04,0.71435,0.055995,0.25622,0.03896,0.29518,0.73603
350,10,0.04,0.04,0.71435,0.055995,1.0249,0.15584,1.1807,0.73605
350,15,0.5,0.02,0.84029,0.023801,4.7022,4.3846,9.0869,0.034951
350,15,0.04,0.02,0.84029,0.023801,0.37618,0.35077,0.72695,0.034954
350,15,0.01,0.02,0.84029,0.023801,0.094045,0.087692,0.18174,0.034957
350,15,0.1,0.02,0.84029,0.023801,0.94045,0.87692,1.8174,0.034957
350,15,0.03,0.02,0.84029,0.023801,0.28214,0.26308,0.54521,0.034959
350,15,0.3,0.02,0.84029,0.023801,2.8214,2.6308,5.4521,0.034959
350,15,0.075,0.02,0.84029,0.023801,0.70534,0.65769,1.363,0.03496
350,15,0.05,0.02,0.84029,0.023801,0.47023,0.43846,0.90869,0.034962
350,15,0.02,0.02,0.84029,0.023801,0.18809,0.17538,0.36347,0.034968
350,15,0.2,0.02,0.84029,0.023801,1.8809,1.7538,3.6347,0.034968
350,15,0.01,0.03,0.84576,0.035471,0.090779,0.084639,0.17542,0.035002
350,15,0.02,0.03,0.84576,0.035471,0.18156,0.16928,0.35084,0.035002
350,15,0.1,0.03,0.84576,0.035471,0.90779,0.84639,1.7542,0.035002
350,15,0.2,0.03,0.84576,0.035471,1.8156,1.6928,3.5084,0.035002
350,15,0.5,0.03,0.84576,0.035471,4.5389,4.2319,8.7709,0.035002
350,15,0.05,0.03,0.84576,0.035471,0.45389,0.42319,0.87709,0.035002
350,15,0.04,0.03,0.84576,0.035471,0.36312,0.33856,0.70167,0.035002
350,15,0.3,0.03,0.84576,0.035471,2.7234,2.5392,5.2625,0.035002
350,15,0.03,0.03,0.84576,0.035471,0.27234,0.25392,0.52625,0.035002
350,15,0.075,0.03,0.84576,0.035471,0.68084,0.63479,1.3156,0.035003
350,15,0.03,0.01,0.83196,0.01202,0.29706,0.27693,0.574,0.03507
350,15,0.3,0.01,0.83196,0.01202,2.9706,2.7693,5.74,0.03507
350,15,0.05,0.01,0.83196,0.01202,0.49511,0.46156,0.95666,0.03507
350,15,0.5,0.01,0.83196,0.01202,4.9511,4.6156,9.5666,0.03507
350,15,0.02,0.01,0.83196,0.01202,0.19804,0.18462,0.38266,0.03507
350,15,0.2,0.01,0.83196,0.01202,1.9804,1.8462,3.8266,0.03507
350,15,0.1,0.01,0.83196,0.01202,0.99021,0.92311,1.9133,0.03507
350,15,0.075,0.01,0.83196,0.01202,0.74266,0.69233,1.435,0.035073
350,15,0.01,0.01,0.83196,0.01202,0.099022,0.09231,0.19133,0.035081
350,15,0.04,0.01,0.83196,0.01202,0.39609,0.36924,0.76533,0.035083
350,15,0.3,0.04,0.84996,0.047061,2.6483,2.4682,5.1165,0.0352
350,15,0.03,0.04,0.84996,0.047061,0.26483,0.24682,0.51165,0.0352
350,15,0.01,0.04,0.84996,0.047061,0.088277,0.082272,0.17055,0.03521
350,15,0.04,0.04,0.84996,0.047061,0.35311,0.32909,0.6822,0.03521
350,15,0.1,0.04,0.84996,0.047061,0.88277,0.82272,1.7055,0.03521
350,15,0.2,0.04,0.84996,0.047061,1.7655,1.6454,3.411,0.03521
350,15,0.02,0.04,0.84996,0.047061,0.17655,0.16454,0.3411,0.03521
350,15,0.075,0.04,0.84996,0.047061,0.66208,0.61704,1.2791,0.035212
350,15,0.05,0.04,0.84996,0.047061,0.44139,0.41136,0.85275,0.035215
350,15,0.5,0.04,0.84996,0.047061,4.4139,4.1136,8.5275,0.035215
350,15,0.02,0.05,0.85344,0.058587,0.17242,0.16061,0.33303,0.035462
350,15,0.2,0.05,0.85344,0.058587,1.7242,1.6061,3.3303,0.035462
350,15,0.075,0.05,0.85344,0.058587,0.64657,0.60228,1.2489,0.035463
350,15,0.05,0.05,0.85344,0.058587,0.43105,0.40152,0.83257,0.035468
350,15,0.5,0.05,0.85344,0.058587,4.3105,4.0152,8.3257,0.035468
350,15,0.01,0.05,0.85344,0.058587,0.08621,0.080304,0.16651,0.035469
350,15,0.1,0.05,0.85344,0.058587,0.8621,0.80304,1.6651,0.035469
350,15,0.3,0.05,0.85344,0.058587,2.5863,2.4091,4.9954,0.035473
350,15,0.03,0.05,0.85344,0.058587,0.25863,0.24091,0.49954,0.035473
350,15,0.04,0.05,0.85344,0.058587,0.34484,0.32121,0.66605,0.035478
350,15,0.02,0.075,0.86032,0.087177,0.16423,0.15274,0.31697,0.036249
350,15,0.2,0.075,0.86032,0.087177,1.6423,1.5274,3.1697,0.036249
350,15,0.075,0.075,0.86032,0.087177,0.61588,0.57276,1.1886,0.036278
350,15,0.04,0.075,0.86032,0.087177,0.32847,0.30547,0.63394,0.036281
350,15,0.05,0.075,0.86032,0.087177,0.41059,0.38184,0.79242,0.036281
350,15,0.5,0.075,0.86032,0.087177,4.1059,3.8184,7.9242,0.036281
350,15,0.3,0.075,0.86032,0.087177,2.4635,2.291,4.7545,0.036281
350,15,0.03,0.075,0.86032,0.087177,0.24635,0.2291,0.47545,0.036281
350,15,0.01,0.075,0.86032,0.087177,0.082117,0.076367,0.15848,0.036282
350,15,0.1,0.075,0.86032,0.087177,0.82117,0.76367,1.5848,0.036282
350,15,0.02,0.1,0.86575,0.11551,0.15778,0.14646,0.30424,0.037207
350,15,0.5,0.1,0.86575,0.11551,3.9446,3.6615,7.6061,0.03722
350,15,0.05,0.1,0.86575,0.11551,0.39446,0.36615,0.76061,0.03722
350,15,0.04,0.1,0.86575,0.11551,0.31557,0.29292,0.60849,0.037223
350,15,0.075,0.1,0.86575,0.11551,0.59169,0.54922,1.1409,0.037225
350,15,0.01,0.1,0.86575,0.11551,0.078893,0.07323,0.15212,0.037227
350,15,0.1,0.1,0.86575,0.11551,0.78893,0.7323,1.5212,0.037227
350,15,0.03,0.1,0.86575,0.11551,0.23668,0.21969,0.45637,0.037229
350,15,0.3,0.1,0.86575,0.11551,2.3668,2.1969,4.5637,0.037229
350,15,0.2,0.1,0.86575,0.11551,1.5779,1.4646,3.0424,0.03724
350,15,0.3,0.25,0.88773,0.28162,1.9764,1.8075,3.7839,0.044636
350,15,0.01,0.25,0.88773,0.28162,0.06588,0.06025,0.12613,0.044636
350,15,0.02,0.25,0.88773,0.28162,0.13176,0.1205,0.25226,0.044636
350,15,0.04,0.25,0.88773,0.28162,0.26352,0.241,0.50452,0.044636
350,15,0.5,0.25,0.88773,0.28162,3.294,3.0125,6.3065,0.044636
350,15,0.05,0.25,0.88773,0.28162,0.3294,0.30125,0.63065,0.044636
350,15,0.1,0.25,0.88773,0.28162,0.6588,0.6025,1.2613,0.044636
350,15,0.2,0.25,0.88773,0.28162,1.3176,1.205,2.5226,0.044636
350,15,0.03,0.25,0.88773,0.28162,0.19764,0.18075,0.37839,0.044636
350,15,0.075,0.25,0.88773,0.28162,0.4941,0.45187,0.94598,0.044642
350,15,0.02,0.5,0.91399,0.54705,0.1008,0.088456,0.18926,0.065222
350,15,0.2,0.5,0.91399,0.54705,1.008,0.88455,1.8926,0.065228
350,15,0.01,0.5,0.91399,0.54705,0.050402,0.044228,0.09463,0.065244
350,15,0.5,0.5,0.91399,0.54705,2.5201,2.2114,4.7315,0.065244
350,15,0.05,0.5,0.91399,0.54705,0.25201,0.22114,0.47315,0.065244
350,15,0.1,0.5,0.91399,0.54705,0.50402,0.44228,0.9463,0.065244
350,15,0.075,0.5,0.91399,0.54705,0.37802,0.33171,0.70972,0.065251
350,15,0.04,0.5,0.91399,0.54705,0.20161,0.17691,0.37852,0.065254
350,15,0.3,0.5,0.91399,0.54705,1.5121,1.3268,2.8389,0.065272
350,15,0.03,0.5,0.91399,0.54705,0.15121,0.13268,0.28389,0.065272
350,20,0.03,0.03,0.82173,0.036508,0.23658,0.21659,0.45317,0.044111
350,20,0.2,0.03,0.82173,0.036508,1.5772,1.4439,3.0212,0.044122
350,20,0.01,0.03,0.82173,0.036508,0.078862,0.072197,0.15106,0.044122
350,20,0.02,0.03,0.82173,0.036508,0.15772,0.14439,0.30212,0.044122
350,20,0.04,0.03,0.82173,0.036508,0.31545,0.28879,0.60423,0.044122
350,20,0.075,0.03,0.82173,0.036508,0.59146,0.54147,1.1329,0.044126
350,20,0.1,0.03,0.82173,0.036508,0.78862,0.72196,1.5106,0.044128
350,20,0.05,0.03,0.82173,0.036508,0.39431,0.36098,0.75529,0.044129
350,20,0.5,0.03,0.82173,0.036508,3.9431,3.6098,7.5529,0.044129
350,20,0.3,0.03,0.82173,0.036508,2.3659,2.1659,4.5317,0.044134
350,20,0.2,0.02,0.81541,0.024527,1.6341,1.4958,3.1299,0.044187
350,20,0.02,0.02,0.81541,0.024527,0.16341,0.14958,0.31299,0.044187
350,20,0.04,0.02,0.81542,0.024527,0.32682,0.29916,0.62598,0.044187
350,20,0.02,0.04,0.82659,0.048392,0.15335,0.14037,0.29373,0.04419
350,20,0.2,0.04,0.82659,0.048392,1.5335,1.4037,2.9373,0.04419
350,20,0.3,0.04,0.82659,0.048392,2.3003,2.1056,4.4059,0.044191
350,20,0.03,0.04,0.82659,0.048392,0.23003,0.21056,0.44059,0.044191
350,20,0.03,0.02,0.81542,0.024527,0.24512,0.22437,0.46948,0.044198
350,20,0.075,0.04,0.82659,0.048392,0.57508,0.52639,1.1015,0.044203
350,20,0.5,0.04,0.82659,0.048392,3.8339,3.5093,7.3431,0.044205
350,20,0.05,0.04,0.82659,0.048392,0.38339,0.35093,0.73431,0.044205
350,20,0.01,0.04,0.82659,0.048392,0.076677,0.070185,0.14686,0.044205
350,20,0.1,0.04,0.82659,0.048392,0.76677,0.70185,1.4686,0.044205
350,20,0.05,0.02,0.81541,0.024527,0.40853,0.37394,0.78247,0.044206
350,20,0.5,0.02,0.81542,0.024527,4.0853,3.7394,7.8247,0.044206
350,20,0.04,0.04,0.82659,0.048392,0.30671,0.28074,0.58745,0.044208
350,20,0.075,0.02,0.81541,0.024527,0.6128,0.56091,1.1737,0.044211
350,20,0.1,0.02,0.81541,0.024527,0.81707,0.74788,1.5649,0.044214
350,20,0.01,0.02,0.81541,0.024527,0.081707,0.074788,0.15649,0.044214
350,20,0.3,0.02,0.81541,0.024527,2.4512,2.2436,4.6948,0.044219
350,20,0.03,0.05,0.8306,0.060197,0.22462,0.20553,0.43015,0.04438
350,20,0.3,0.05,0.8306,0.060197,2.2462,2.0553,4.3015,0.04438
350,20,0.02,0.05,0.8306,0.060197,0.14975,0.13702,0.28677,0.044391
350,20,0.2,0.05,0.8306,0.060197,1.4975,1.3702,2.8677,0.044391
350,20,0.04,0.05,0.83061,0.060197,0.2995,0.27404,0.57353,0.044392
350,20,0.01,0.05,0.83061,0.060197,0.074874,0.068509,0.14338,0.044393
350,20,0.1,0.05,0.8306,0.060197,0.74874,0.68509,1.4338,0.044393
350,20,0.075,0.05,0.8306,0.060197,0.56156,0.51382,1.0754,0.044393
350,20,0.05,0.05,0.8306,0.060197,0.37437,0.34254,0.71691,0.044399
350,20,0.5,0.05,0.8306,0.060197,3.7437,3.4254,7.1691,0.044399
350,20,0.075,0.01,0.80572,0.012411,0.64564,0.59018,1.2358,0.044878
350,20,0.1,0.01,0.80571,0.012411,0.86085,0.7869,1.6478,0.044878
350,20,0.01,0.01,0.80572,0.012411,0.086085,0.07869,0.16478,0.044878
350,20,0.2,0.01,0.80572,0.012411,1.7217,1.5738,3.2955,0.044879
350,20,0.02,0.01,0.80572,0.012411,0.17217,0.15738,0.32955,0.044879
350,20,0.04,0.01,0.80572,0.012411,0.34434,0.31476,0.6591,0.044879
350,20,0.05,0.01,0.80572,0.012411,0.43043,0.39345,0.82388,0.044885
350,20,0.5,0.01,0.80572,0.012411,4.3043,3.9345,8.2388,0.044885
350,20,0.3,0.01,0.80572,0.012411,2.5826,2.3607,4.9433,0.044889
350,20,0.03,0.01,0.80572,0.012411,0.25826,0.23607,0.49433,0.044889
350,20,0.02,0.075,0.83856,0.089439,0.14261,0.1303,0.27291,0.045106
350,20,0.2,0.075,0.83856,0.089439,1.4261,1.303,2.7291,0.045106
350,20,0.03,0.075,0.83856,0.089439,0.21392,0.19545,0.40936,0.045119
350,20,0.3,0.075,0.83856,0.089439,2.1392,1.9545,4.0936,0.045119
350,20,0.01,0.075,0.83856,0.089439,0.071305,0.065148,0.13645,0.045123
350,20,0.075,0.075,0.83856,0.089439,0.53479,0.48861,1.0234,0.045124
350,20,0.04,0.075,0.83857,0.089438,0.28522,0.26059,0.54581,0.045126
350,20,0.5,0.075,0.83857,0.089438,3.5653,3.2574,6.8227,0.045129
350,20,0.05,0.075,0.83857,0.089438,0.35653,0.32574,0.68227,0.045129
350,20,0.1,0.075,0.83856,0.089439,0.71306,0.65148,1.3645,0.04513
350,20,0.3,0.1,0.84487,0.11836,2.0545,1.8742,3.9287,0.045893
350,20,0.03,0.1,0.84487,0.11836,0.20545,0.18742,0.39287,0.045893
350,20,0.04,0.1,0.84487,0.11836,0.27393,0.24989,0.52382,0.045894
350,20,0.1,0.1,0.84487,0.11836,0.68483,0.62472,1.3096,0.0459
350,20,0.01,0.1,0.84487,0.11836,0.068483,0.062472,0.13096,0.0459
350,20,0.05,0.1,0.84487,0.11836,0.34242,0.31236,0.65478,0.045909
350,20,0.5,0.1,0.84487,0.11836,3.4242,3.1236,6.5478,0.045909
350,20,0.075,0.1,0.84487,0.11836,0.51363,0.46854,0.98216,0.045909
350,20,0.2,0.1,0.84487,0.11836,1.3697,1.2494,2.6191,0.045932
350,20,0.02,0.1,0.84487,0.11836,0.13697,0.12494,0.26191,0.045932
350,20,0.04,0.25,0.87024,0.28728,0.22869,0.20515,0.43384,0.05426
350,20,0.1,0.25,0.87024,0.28728,0.57173,0.51287,1.0846,0.054269
350,20,0.5,0.25,0.87024,0.28728,2.8587,2.5644,5.423,0.054269
350,20,0.05,0.25,0.87024,0.28728,0.28587,0.25644,0.5423,0.054269
350,20,0.03,0.25,0.87024,0.28728,0.17152,0.15386,0.32538,0.054275
350,20,0.075,0.25,0.87024,0.28728,0.4288,0.38465,0.81345,0.054275
350,20,0.3,0.25,0.87024,0.28728,1.7152,1.5386,3.2538,0.054275
350,20,0.01,0.25,0.87024,0.28728,0.057174,0.051287,0.10846,0.054278
350,20,0.2,0.25,0.87024,0.28728,1.1435,1.0257,2.1692,0.054306
350,20,0.02,0.25,0.87024,0.28728,0.11435,0.10257,0.21692,0.054306
350,20,0.05,0.5,0.90057,0.5552,0.21865,0.18692,0.40557,0.078236
350,20,0.5,0.5,0.90057,0.5552,2.1865,1.8692,4.0557,0.078236
350,20,0.075,0.5,0.90057,0.5552,0.32797,0.28037,0.60835,0.078244
350,20,0.03,0.5,0.90057,0.5552,0.13119,0.11215,0.24334,0.078244
350,20,0.3,0.5,0.90057,0.5552,1.3119,1.1215,2.4334,0.078244
350,20,0.02,0.5,0.90057,0.5552,0.08746,0.074766,0.16223,0.078247
350,20,0.2,0.5,0.90057,0.5552,0.8746,0.74766,1.6223,0.078247
350,20,0.01,0.5,0.90057,0.5552,0.04373,0.037383,0.081113,0.078249
350,20,0.1,0.5,0.90057,0.5552,0.4373,0.37383,0.81113,0.078249
350,20,0.04,0.5,0.90057,0.5552,0.17492,0.14953,0.32445,0.078256
350,25,0.075,0.03,0.80053,0.037475,0.53058,0.47728,1.0079,0.052882
350,25,0.075,0.04,0.80596,0.04963,0.51585,0.46403,0.97988,0.052884
350,25,0.03,0.03,0.80053,0.037475,0.21223,0.19091,0.40314,0.052885
350,25,0.3,0.03,0.80053,0.037475,2.1223,1.9091,4.0314,0.052885
350,25,0.1,0.03,0.80053,0.037475,0.70744,0.63637,1.3438,0.052887
350,25,0.01,0.04,0.80596,0.04963,0.06878,0.06187,0.13065,0.052889
350,25,0.02,0.04,0.80596,0.04963,0.13756,0.12374,0.2613,0.052889
350,25,0.04,0.04,0.80596,0.04963,0.27512,0.24748,0.5226,0.052889
350,25,0.05,0.04,0.80596,0.04963,0.3439,0.30935,0.65325,0.052889
350,25,0.1,0.04,0.80596,0.04963,0.6878,0.6187,1.3065,0.052889
350,25,0.2,0.04,0.80596,0.04963,1.3756,1.2374,2.613,0.052889
350,25,0.5,0.04,0.80596,0.04963,3.439,3.0935,6.5325,0.052889
350,25,0.03,0.04,0.80596,0.04963,0.20634,0.18561,0.39195,0.052889
350,25,0.3,0.04,0.80596,0.04963,2.0634,1.8561,3.9195,0.052889
350,25,0.04,0.03,0.80053,0.037475,0.28298,0.25455,0.53752,0.052891
350,25,0.05,0.03,0.80053,0.037475,0.35372,0.31818,0.6719,0.052895
350,25,0.5,0.03,0.80053,0.037475,3.5372,3.1818,6.719,0.052895
350,25,0.01,0.03,0.80053,0.037475,0.070744,0.063636,0.13438,0.052895
350,25,0.2,0.03,0.80053,0.037475,1.4149,1.2727,2.6876,0.05291
350,25,0.02,0.03,0.80053,0.037475,0.14149,0.12727,0.26876,0.05291
350,25,0.04,0.05,0.81045,0.061694,0.26862,0.24159,0.51021,0.052978
350,25,0.2,0.05,0.81045,0.061694,1.3431,1.2079,2.5511,0.052997
350,25,0.02,0.05,0.81045,0.061694,0.13431,0.12079,0.25511,0.052997
350,25,0.3,0.05,0.81045,0.061694,2.0147,1.8119,3.8266,0.052997
350,25,0.03,0.05,0.81045,0.061694,0.20147,0.18119,0.38266,0.052997
350,25,0.075,0.05,0.81045,0.061694,0.50367,0.45297,0.95664,0.052998
350,25,0.05,0.05,0.81045,0.061694,0.33578,0.30198,0.63776,0.052998
350,25,0.5,0.05,0.81045,0.061694,3.3578,3.0198,6.3776,0.052998
350,25,0.01,0.05,0.81045,0.061694,0.067156,0.060396,0.12755,0.052999
350,25,0.1,0.05,0.81045,0.061694,0.67156,0.60396,1.2755,0.052999
350,25,0.3,0.02,0.79344,0.025207,2.1995,1.9771,4.1766,0.053249
350,25,0.03,0.02,0.79344,0.025207,0.21995,0.19771,0.41766,0.053249
350,25,0.04,0.02,0.79344,0.025207,0.29327,0.26361,0.55688,0.053261
350,25,0.075,0.02,0.79344,0.025207,0.54989,0.49427,1.0442,0.053266
350,25,0.01,0.02,0.79344,0.025207,0.073318,0.065902,0.13922,0.053268
350,25,0.05,0.02,0.79344,0.025207,0.36659,0.32951,0.6961,0.053268
350,25,0.1,0.02,0.79344,0.025207,0.73318,0.65902,1.3922,0.053268
350,25,0.5,0.02,0.79344,0.025207,3.6659,3.2951,6.961,0.053268
350,25,0.2,0.02,0.79344,0.025207,1.4664,1.318,2.7844,0.053297
350,25,0.02,0.02,0.79344,0.025207,0.14664,0.1318,0.27844,0.053297
350,25,0.3,0.075,0.81936,0.091535,1.9183,1.7231,3.6414,0.053606
350,25,0.03,0.075,0.81936,0.091535,0.19183,0.17231,0.36414,0.053606
350,25,0.075,0.075,0.81936,0.091535,0.47957,0.43077,0.91034,0.053606
350,25,0.01,0.075,0.81936,0.091535,0.063943,0.057436,0.12138,0.053609
350,25,0.1,0.075,0.81936,0.091535,0.63943,0.57436,1.2138,0.053609
350,25,0.04,0.075,0.81936,0.091535,0.25577,0.22974,0.48552,0.053613
350,25,0.05,0.075,0.81936,0.091535,0.31972,0.28718,0.6069,0.053617
350,25,0.5,0.075,0.81936,0.091535,3.1972,2.8718,6.069,0.053617
350,25,0.2,0.075,0.81936,0.091535,1.2789,1.1487,2.4276,0.053633
350,25,0.02,0.075,0.81936,0.091535,0.12789,0.11487,0.24276,0.053633
350,25,0.05,0.01,0.78263,0.012777,0.38625,0.34655,0.7328,0.054176
350,25,0.2,0.01,0.78263,0.012777,1.545,1.3862,2.9312,0.054176
350,25,0.3,0.01,0.78263,0.012777,2.3175,2.0793,4.3968,0.054176
350,25,0.02,0.01,0.78263,0.012777,0.1545,0.13862,0.29312,0.054176
350,25,0.03,0.01,0.78263,0.012777,0.23175,0.20793,0.43968,0.054176
350,25,0.04,0.01,0.78263,0.012777,0.309,0.27724,0.58624,0.054176
350,25,0.075,0.01,0.78263,0.012777,0.57938,0.51982,1.0992,0.054185
350,25,0.5,0.01,0.78263,0.012777,3.8626,3.4655,7.328,0.054189
350,25,0.01,0.01,0.78263,0.012777,0.077251,0.069309,0.14656,0.054189
350,25,0.1,0.01,0.78263,0.012777,0.77251,0.69309,1.4656,0.054189
350,25,0.04,0.1,0.82638,0.12101,0.24566,0.22025,0.46591,0.054538
350,25,0.03,0.1,0.82638,0.12101,0.18425,0.16519,0.34944,0.054544
350,25,0.3,0.1,0.82638,0.12101,1.8425,1.6519,3.4944,0.054544
350,25,0.075,0.1,0.82638,0.12101,0.46062,0.41297,0.87359,0.054545
350,25,0.01,0.1,0.82638,0.12101,0.061416,0.055062,0.11648,0.05455
350,25,0.1,0.1,0.82638,0.12101,0.61416,0.55062,1.1648,0.05455
350,25,0.05,0.1,0.82638,0.12101,0.30708,0.27531,0.58239,0.054551
350,25,0.5,0.1,0.82638,0.12101,3.0708,2.7531,5.8239,0.054551
350,25,0.02,0.1,0.82638,0.12101,0.12283,0.11012,0.23296,0.054559
350,25,0.2,0.1,0.82638,0.12101,1.2283,1.1012,2.3296,0.054559
350,25,0.3,0.25,0.85479,0.29247,1.5372,1.3541,2.8913,0.063328
350,25,0.03,0.25,0.85479,0.29247,0.15372,0.13541,0.28913,0.063328
350,25,0.2,0.25,0.85479,0.29247,1.0248,0.90271,1.9275,0.063341
350,25,0.02,0.25,0.85479,0.29247,0.10248,0.090271,0.19275,0.063341
350,25,0.01,0.25,0.85479,0.29247,0.051241,0.045136,0.096377,0.063345
350,25,0.075,0.25,0.85479,0.29247,0.38431,0.33852,0.72283,0.063348
350,25,0.5,0.25,0.85479,0.29247,2.5621,2.2568,4.8189,0.063355
350,25,0.05,0.25,0.85479,0.29247,0.25621,0.22568,0.48189,0.063355
350,25,0.1,0.25,0.85479,0.29247,0.51242,0.45135,0.96377,0.063366
350,25,0.04,0.25,0.85479,0.29247,0.20497,0.18054,0.38551,0.063371
350,25,0.04,0.5,0.88871,0.56261,0.15673,0.13077,0.2875,0.090296
350,25,0.5,0.5,0.88871,0.56261,1.9591,1.6346,3.5937,0.090297
350,25,0.05,0.5,0.88871,0.56261,0.19591,0.16346,0.35937,0.090297
350,25,0.2,0.5,0.88871,0.56261,0.78365,0.65383,1.4375,0.09031
350,25,0.02,0.5,0.88871,0.56261,0.078366,0.065382,0.14375,0.090323
350,25,0.1,0.5,0.88871,0.56261,0.39183,0.32691,0.71874,0.090325
350,25,0.01,0.5,0.88871,0.56261,0.039183,0.032691,0.071874,0.090325
350,25,0.075,0.5,0.88871,0.56261,0.29387,0.24518,0.53905,0.090326
350,25,0.3,0.5,0.88871,0.56261,1.1755,0.98074,2.1562,0.090326
350,25,0.03,0.5,0.88871,0.56261,0.11755,0.098073,0.21562,0.09033
350,30,0.04,0.05,0.79221,0.063114,0.24587,0.21746,0.46333,0.061317
350,30,0.01,0.05,0.79221,0.063114,0.061468,0.054365,0.11583,0.061323
350,30,0.05,0.05,0.79221,0.063114,0.30734,0.27182,0.57917,0.061329
350,30,0.5,0.05,0.79221,0.063114,3.0734,2.7182,5.7917,0.061329
350,30,0.075,0.05,0.79221,0.063114,0.46102,0.40774,0.86875,0.061329
350,30,0.1,0.05,0.79221,0.063114,0.61469,0.54365,1.1583,0.061331
350,30,0.02,0.05,0.79221,0.063114,0.12294,0.10873,0.23167,0.061337
350,30,0.2,0.05,0.79221,0.063114,1.2294,1.0873,2.3167,0.061337
350,30,0.075,0.04,0.78728,0.050808,0.47223,0.41764,0.88987,0.061346
350,30,0.1,0.04,0.78728,0.050808,0.62964,0.55685,1.1865,0.061349
350,30,0.01,0.04,0.78728,0.050808,0.062964,0.055685,0.11865,0.061349
350,30,0.03,0.05,0.79221,0.063114,0.18441,0.16309,0.3475,0.061353
350,30,0.3,0.05,0.79221,0.063114,1.8441,1.6309,3.475,0.061353
350,30,0.02,0.04,0.78728,0.050808,0.12593,0.11137,0.2373,0.061357
350,30,0.04,0.04,0.78728,0.050808,0.25186,0.22274,0.4746,0.061357
350,30,0.3,0.04,0.78728,0.050808,1.8889,1.6705,3.5595,0.061357
350,30,0.03,0.04,0.78728,0.050808,0.18889,0.16705,0.35595,0.061357
350,30,0.2,0.04,0.78728,0.050808,1.2593,1.1137,2.373,0.061357
350,30,0.05,0.04,0.78728,0.050808,0.31482,0.27842,0.59324,0.061358
350,30,0.5,0.04,0.78728,0.050808,3.1482,2.7842,5.9324,0.061358
350,30,0.04,0.03,0.78132,0.038397,0.25909,0.22906,0.48815,0.061518
350,30,0.075,0.03,0.78132,0.038397,0.4858,0.42948,0.91528,0.061533
350,30,0.1,0.03,0.78132,0.038397,0.64774,0.57264,1.2204,0.061537
350,30,0.01,0.03,0.78132,0.038397,0.064774,0.057264,0.12204,0.061537
350,30,0.05,0.03,0.78132,0.038397,0.32387,0.28632,0.61019,0.061538
350,30,0.5,0.03,0.78132,0.038397,3.2387,2.8632,6.1019,0.061538
350,30,0.03,0.03,0.78132,0.038397,0.19432,0.17179,0.36611,0.061539
350,30,0.3,0.03,0.78132,0.038397,1.9432,1.7179,3.6611,0.061539
350,30,0.02,0.03,0.78132,0.038397,0.12955,0.11453,0.24407,0.06154
350,30,0.2,0.03,0.78132,0.038397,1.2955,1.1453,2.4407,0.06154
350,30,0.04,0.075,0.802,0.093516,0.23404,0.20685,0.44089,0.061671
350,30,0.05,0.075,0.802,0.093516,0.29255,0.25856,0.55111,0.061676
350,30,0.5,0.075,0.802,0.093516,2.9255,2.5856,5.5111,0.061676
350,30,0.075,0.075,0.802,0.093516,0.43883,0.38784,0.82667,0.061681
350,30,0.03,0.075,0.802,0.093516,0.17553,0.15513,0.33067,0.061693
350,30,0.3,0.075,0.802,0.093516,1.7553,1.5513,3.3067,0.061693
