A,W,k,ER,ER1,ER2,T,T',MT,DT
500,10,0.01,0.075,0.90474,0.082897,0.11967,0.11479,0.23446,0.020814
500,10,0.1,0.075,0.90474,0.082897,1.1967,1.1479,2.3446,0.020814
500,10,0.3,0.075,0.90474,0.082897,3.5902,3.4437,7.0339,0.020828
500,10,0.075,0.075,0.90474,0.082897,0.89756,0.86093,1.7585,0.02083
500,10,0.05,0.075,0.90474,0.082897,0.59837,0.57395,1.1723,0.020831
500,10,0.5,0.075,0.90474,0.082897,5.9837,5.7395,11.723,0.020831
500,10,0.02,0.075,0.90474,0.082897,0.23935,0.22958,0.46893,0.020835
500,10,0.04,0.075,0.90474,0.082897,0.4787,0.45916,0.93786,0.020835
500,10,0.2,0.075,0.90474,0.082897,2.3935,2.2958,4.6893,0.020835
500,10,0.03,0.075,0.90474,0.082897,0.35903,0.34437,0.70339,0.020842
500,10,0.1,0.1,0.90844,0.11008,1.15,1.1013,2.2513,0.021632
500,10,0.01,0.1,0.90844,0.11008,0.115,0.11013,0.22513,0.021632
500,10,0.3,0.1,0.90844,0.11008,3.4501,3.3038,6.7539,0.021662
500,10,0.5,0.1,0.90844,0.11008,5.7502,5.5063,11.256,0.021668
500,10,0.05,0.1,0.90844,0.11008,0.57502,0.55063,1.1256,0.021668
500,10,0.075,0.1,0.90844,0.11008,0.86253,0.82594,1.6885,0.02167
500,10,0.02,0.1,0.90844,0.11008,0.23001,0.22025,0.45026,0.021676
500,10,0.03,0.1,0.90844,0.11008,0.34501,0.33037,0.67539,0.021676
500,10,0.04,0.1,0.90844,0.11008,0.46002,0.4405,0.90052,0.021676
500,10,0.2,0.1,0.90844,0.11008,2.3001,2.2025,4.5026,0.021676
500,10,0.04,0.25,0.92344,0.27073,0.38443,0.36407,0.7485,0.027201
500,10,0.3,0.25,0.92344,0.27073,2.8832,2.7305,5.6137,0.027201
500,10,0.03,0.25,0.92344,0.27073,0.28832,0.27305,0.56137,0.027201
500,10,0.5,0.25,0.92343,0.27073,4.8054,4.5508,9.3562,0.027212
500,10,0.05,0.25,0.92344,0.27073,0.48054,0.45508,0.93562,0.027212
500,10,0.075,0.25,0.92343,0.27073,0.72081,0.68262,1.4034,0.027212
500,10,0.01,0.25,0.92343,0.27073,0.096108,0.091016,0.18712,0.027212
500,10,0.1,0.25,0.92343,0.27073,0.96108,0.91016,1.8712,0.027212
500,10,0.2,0.25,0.92343,0.27073,1.9222,1.8203,3.7425,0.027228
500,10,0.02,0.25,0.92344,0.27073,0.19222,0.18203,0.37425,0.027228
500,10,0.03,0.5,0.94136,0.53115,0.22068,0.20324,0.42391,0.041141
500,10,0.3,0.5,0.94136,0.53115,2.2068,2.0324,4.2391,0.041141
500,10,0.5,0.5,0.94136,0.53115,3.678,3.3873,7.0652,0.041145
500,10,0.05,0.5,0.94136,0.53115,0.3678,0.33873,0.70652,0.041145
500,10,0.1,0.5,0.94136,0.53115,0.73559,0.67745,1.413,0.041146
500,10,0.075,0.5,0.94136,0.53115,0.5517,0.50809,1.0598,0.041149
500,10,0.02,0.5,0.94136,0.53115,0.14712,0.13549,0.28261,0.041152
500,10,0.04,0.5,0.94136,0.53115,0.29424,0.27098,0.56522,0.041152
500,10,0.2,0.5,0.94136,0.53115,1.4712,1.3549,2.8261,0.041152
500,10,0.01,0.5,0.94136,0.53115,0.07356,0.067745,0.1413,0.041154
500,10,0.5,0.04,0.84148,0.047535,10,11.014,21.014,0.048254
500,10,0.3,0.01,0.73888,0.013534,10,8.416,18.416,0.086012
500,10,0.075,0.05,0.89293,0.055995,1.0094,0.84203,1.8515,0.090397
500,10,0.01,0.05,0.89293,0.055995,0.13459,0.11227,0.24686,0.090416
500,10,0.02,0.05,0.89293,0.055995,0.26918,0.22454,0.49372,0.090416
500,10,0.1,0.05,0.89293,0.055995,1.3459,1.1227,2.4686,0.090416
500,10,0.2,0.05,0.89293,0.055995,2.6918,2.2454,4.9372,0.090416
500,10,0.5,0.05,0.89293,0.055995,6.7296,5.6135,12.343,0.090424
500,10,0.05,0.05,0.89293,0.055995,0.67296,0.56135,1.2343,0.090424
500,10,0.04,0.05,0.89293,0.055995,0.53837,0.44908,0.98745,0.090425
500,10,0.03,0.05,0.89293,0.055995,0.40378,0.33681,0.74059,0.090428
500,10,0.3,0.05,0.89293,0.055995,4.0378,3.3681,7.4059,0.090428
500,10,0.2,0.04,0.81915,0.048831,4.5728,3.7521,8.3248,0.098585
500,10,0.02,0.04,0.81915,0.048831,0.45728,0.37521,0.83248,0.098585
500,10,0.05,0.04,0.81915,0.048831,1.1432,0.93802,2.0812,0.098587
500,10,0.04,0.04,0.81915,0.048831,0.91456,0.75041,1.665,0.098589
500,10,0.03,0.04,0.81915,0.048831,0.68592,0.56281,1.2487,0.098591
500,10,0.3,0.04,0.81915,0.048831,6.8592,5.6281,12.487,0.098591
500,10,0.075,0.04,0.81915,0.048831,1.7148,1.407,3.1218,0.098597
500,10,0.1,0.04,0.81915,0.048831,2.2864,1.876,4.1624,0.098597
500,10,0.01,0.04,0.81915,0.048831,0.22864,0.1876,0.41624,0.098597
500,10,0.04,0.03,0.79982,0.037509,1.0143,0.81807,1.8324,0.10709
500,10,0.05,0.03,0.79982,0.037509,1.2679,1.0226,2.2905,0.10709
500,10,0.02,0.03,0.79982,0.037509,0.50717,0.40904,0.91621,0.1071
500,10,0.2,0.03,0.79982,0.037509,5.0717,4.0904,9.1621,0.1071
500,10,0.075,0.03,0.79982,0.037509,1.9019,1.5339,3.4358,0.10711
500,10,0.01,0.03,0.79982,0.037509,0.25359,0.20452,0.4581,0.10712
500,10,0.3,0.03,0.79982,0.037509,7.6076,6.1355,13.743,0.10712
500,10,0.03,0.03,0.79982,0.037509,0.76076,0.61355,1.3743,0.10712
500,10,0.1,0.03,0.79982,0.037509,2.5359,2.0452,4.581,0.10712
500,10,0.03,0.02,0.77251,0.02589,0.86727,0.6852,1.5525,0.11728
500,10,0.2,0.02,0.77251,0.02589,5.7818,4.568,10.35,0.11728
500,10,0.3,0.02,0.77251,0.02589,8.6727,6.852,15.525,0.11728
500,10,0.02,0.02,0.77251,0.02589,0.57818,0.4568,1.035,0.11728
500,10,0.1,0.02,0.77251,0.02589,2.8909,2.284,5.1749,0.11728
500,10,0.01,0.02,0.77251,0.02589,0.28909,0.2284,0.51749,0.11728
500,10,0.075,0.02,0.77251,0.02589,2.1682,1.713,3.8812,0.11728
500,10,0.05,0.02,0.77251,0.02589,1.4455,1.142,2.5875,0.11729
500,10,0.04,0.02,0.77251,0.02589,1.1564,0.9136,2.07,0.11729
500,10,0.01,0.01,0.72963,0.013706,0.34562,0.26781,0.61343,0.12684
500,10,0.1,0.01,0.72963,0.013706,3.4562,2.6781,6.1343,0.12684
500,10,0.2,0.01,0.72963,0.013706,6.9125,5.3562,12.269,0.12685
500,10,0.02,0.01,0.72963,0.013706,0.69125,0.53562,1.2269,0.12685
500,10,0.075,0.01,0.72963,0.013706,2.5922,2.0086,4.6007,0.12685
500,10,0.05,0.01,0.72963,0.013706,1.7281,1.339,3.0672,0.12686
500,10,0.03,0.01,0.72963,0.013706,1.0369,0.80343,1.8403,0.12687
500,10,0.04,0.01,0.72963,0.013706,1.3825,1.0712,2.4537,0.12687
500,10,0.5,0.03,0.84148,0.035651,10,13.607,23.607,0.15279
500,10,0.5,0.02,0.84148,0.023768,10,17.798,27.798,0.28052
500,10,0.5,0.01,0.84148,0.011884,10,25.721,35.721,0.44011
500,15,0.1,0.01,0.85955,0.011634,1.1796,1.1197,2.2993,0.026051
500,15,0.2,0.01,0.85955,0.011634,2.3592,2.2393,4.5985,0.026074
500,15,0.02,0.01,0.85955,0.011634,0.23592,0.22393,0.45985,0.026074
500,15,0.5,0.01,0.85955,0.011634,5.8981,5.5982,11.496,0.026087
500,15,0.075,0.01,0.85955,0.011634,0.88472,0.83973,1.7245,0.026089
500,15,0.01,0.01,0.85955,0.011634,0.11796,0.11196,0.22993,0.026095
500,15,0.04,0.01,0.85955,0.011634,0.47185,0.44785,0.91971,0.026095
500,15,0.03,0.01,0.85955,0.011634,0.35389,0.33589,0.68978,0.026095
500,15,0.3,0.01,0.85955,0.011634,3.5389,3.3589,6.8978,0.026095
500,15,0.05,0.01,0.85955,0.011634,0.58982,0.55981,1.1496,0.026105
500,15,0.04,0.02,0.86651,0.023081,0.44826,0.42533,0.87359,0.026248
500,15,0.075,0.02,0.86651,0.023081,0.84049,0.79749,1.638,0.026252
500,15,0.3,0.02,0.86651,0.023081,3.362,3.19,6.5519,0.026252
500,15,0.05,0.02,0.86651,0.023081,0.56033,0.53166,1.092,0.026255
500,15,0.5,0.02,0.8665,0.023081,5.6033,5.3166,10.92,0.026255
500,15,0.2,0.02,0.86651,0.023081,2.2413,2.1266,4.368,0.026259
500,15,0.02,0.02,0.86651,0.023081,0.22413,0.21266,0.4368,0.026259
500,15,0.03,0.02,0.86651,0.023081,0.3362,0.31899,0.65519,0.026267
500,15,0.01,0.02,0.86651,0.023081,0.11207,0.10633,0.2184,0.026282
500,15,0.1,0.02,0.86651,0.023081,1.1207,1.0633,2.184,0.026282
500,15,0.01,0.03,0.87108,0.03444,0.10819,0.10262,0.21081,0.026422
500,15,0.02,0.03,0.87108,0.03444,0.21638,0.20524,0.42162,0.026422
500,15,0.1,0.03,0.87108,0.03444,1.0819,1.0262,2.1081,0.026422
500,15,0.2,0.03,0.87108,0.03444,2.1638,2.0524,4.2162,0.026422
500,15,0.3,0.03,0.87108,0.03444,3.2457,3.0786,6.3242,0.026422
500,15,0.075,0.03,0.87108,0.03444,0.81142,0.76964,1.5811,0.026425
500,15,0.05,0.03,0.87108,0.03444,0.54095,0.51309,1.054,0.026433
500,15,0.5,0.03,0.87108,0.03444,5.4095,5.1309,10.54,0.026433
500,15,0.04,0.03,0.87108,0.03444,0.43276,0.41047,0.84323,0.026434
500,15,0.03,0.03,0.87108,0.03444,0.32457,0.30785,0.63242,0.026438
500,15,0.01,0.04,0.87459,0.045736,0.10522,0.099744,0.20497,0.026716
500,15,0.1,0.04,0.87459,0.045736,1.0522,0.99744,2.0497,0.026716
500,15,0.04,0.04,0.87459,0.045736,0.42089,0.39898,0.81987,0.026724
500,15,0.05,0.04,0.87459,0.045736,0.52611,0.49872,1.0248,0.026727
500,15,0.5,0.04,0.87459,0.045736,5.2611,4.9872,10.248,0.026727
500,15,0.075,0.04,0.87459,0.045736,0.78917,0.74808,1.5373,0.026729
500,15,0.3,0.04,0.87459,0.045736,3.1567,2.9923,6.149,0.026736
500,15,0.03,0.04,0.87459,0.045736,0.31567,0.29923,0.6149,0.026736
500,15,0.2,0.04,0.87459,0.045736,2.1045,1.9949,4.0993,0.026736
500,15,0.02,0.04,0.87459,0.045736,0.21045,0.19949,0.40993,0.026736
500,15,0.03,0.05,0.87749,0.056981,0.3083,0.29208,0.60038,0.027016
500,15,0.075,0.05,0.87749,0.056981,0.77076,0.73019,1.5009,0.02703
500,15,0.04,0.05,0.87749,0.056981,0.41107,0.38943,0.80051,0.027033
500,15,0.02,0.05,0.87749,0.056981,0.20554,0.19472,0.40025,0.027033
500,15,0.2,0.05,0.87749,0.056981,2.0554,1.9472,4.0025,0.027033
500,15,0.05,0.05,0.87749,0.056981,0.51384,0.48679,1.0006,0.027034
500,15,0.5,0.05,0.87749,0.056981,5.1384,4.8679,10.006,0.027034
500,15,0.01,0.05,0.87749,0.056981,0.10277,0.097358,0.20013,0.027042
500,15,0.1,0.05,0.87749,0.056981,1.0277,0.97358,2.0013,0.027042
500,15,0.3,0.05,0.87749,0.056981,3.0831,2.9207,6.0038,0.02705
500,15,0.2,0.075,0.88324,0.084914,1.9581,1.852,3.8101,0.027847
500,15,0.02,0.075,0.88324,0.084914,0.19581,0.1852,0.38101,0.027847
500,15,0.075,0.075,0.88324,0.084914,0.7343,0.69449,1.4288,0.027863
500,15,0.5,0.075,0.88324,0.084914,4.8953,4.6299,9.5252,0.027863
500,15,0.05,0.075,0.88324,0.084914,0.48953,0.46299,0.95252,0.027863
500,15,0.01,0.075,0.88324,0.084914,0.097907,0.092598,0.1905,0.027869
500,15,0.1,0.075,0.88324,0.084914,0.97907,0.92598,1.905,0.027869
500,15,0.04,0.075,0.88324,0.084914,0.39163,0.37039,0.76202,0.027873
500,15,0.03,0.075,0.88324,0.084914,0.29372,0.27779,0.57151,0.027874
500,15,0.3,0.075,0.88324,0.084914,2.9372,2.7779,5.7151,0.027874
500,15,0.3,0.1,0.88778,0.11264,2.8222,2.6644,5.4866,0.028761
500,15,0.03,0.1,0.88778,0.11264,0.28222,0.26644,0.54866,0.028761
500,15,0.2,0.1,0.88778,0.11264,1.8815,1.7763,3.6577,0.028761
500,15,0.02,0.1,0.88778,0.11264,0.18815,0.17763,0.36577,0.028761
500,15,0.01,0.1,0.88778,0.11264,0.094074,0.088813,0.18289,0.028766
500,15,0.1,0.1,0.88778,0.11264,0.94074,0.88813,1.8289,0.028766
500,15,0.075,0.1,0.88778,0.11264,0.70556,0.6661,1.3717,0.028767
500,15,0.05,0.1,0.88778,0.11264,0.47037,0.44406,0.91444,0.028772
500,15,0.5,0.1,0.88778,0.11264,4.7037,4.4406,9.1444,0.028772
500,15,0.04,0.1,0.88778,0.11264,0.3763,0.35525,0.73155,0.028775
500,15,0.3,0.25,0.90616,0.27589,2.3577,2.1971,4.5548,0.03526
500,15,0.03,0.25,0.90616,0.27589,0.23577,0.21971,0.45548,0.03526
500,15,0.075,0.25,0.90616,0.27589,0.58943,0.54927,1.1387,0.035268
500,15,0.01,0.25,0.90616,0.27589,0.078591,0.073236,0.15183,0.03527
500,15,0.1,0.25,0.90616,0.27589,0.78591,0.73236,1.5183,0.03527
500,15,0.04,0.25,0.90616,0.27589,0.31436,0.29294,0.60731,0.03527
500,15,0.02,0.25,0.90616,0.27589,0.15718,0.14647,0.30365,0.035271
500,15,0.2,0.25,0.90616,0.27589,1.5718,1.4647,3.0365,0.035271
500,15,0.05,0.25,0.90616,0.27589,0.39296,0.36618,0.75914,0.035277
500,15,0.5,0.25,0.90616,0.27589,3.9296,3.6618,7.5914,0.035277
500,15,0.01,0.5,0.92812,0.53872,0.060137,0.054158,0.11429,0.052314
500,15,0.02,0.5,0.92812,0.53872,0.12027,0.10831,0.22859,0.052321
500,15,0.04,0.5,0.92812,0.53872,0.24055,0.21663,0.45718,0.052321
500,15,0.2,0.5,0.92812,0.53872,1.2027,1.0831,2.2859,0.052321
500,15,0.075,0.5,0.92812,0.53872,0.45103,0.40618,0.85721,0.052321
500,15,0.5,0.5,0.92812,0.53872,3.0069,2.7079,5.7147,0.052321
500,15,0.05,0.5,0.92812,0.53872,0.30069,0.27079,0.57147,0.052321
500,15,0.03,0.5,0.92812,0.53872,0.18041,0.16247,0.34288,0.052322
500,15,0.3,0.5,0.92812,0.53872,1.8041,1.6247,3.4288,0.052322
500,15,0.1,0.5,0.92812,0.53872,0.60137,0.54157,1.1429,0.052323
500,20,0.03,0.02,0.84575,0.023648,0.29182,0.27317,0.56499,0.033009
500,20,0.3,0.02,0.84575,0.023648,2.9182,2.7317,5.6499,0.033009
500,20,0.01,0.02,0.84575,0.023648,0.097273,0.091056,0.18833,0.033011
500,20,0.075,0.02,0.84575,0.023648,0.72955,0.68292,1.4125,0.033012
500,20,0.5,0.02,0.84575,0.023648,4.8637,4.5528,9.4165,0.033017
500,20,0.05,0.02,0.84575,0.023648,0.48637,0.45528,0.94165,0.033017
500,20,0.1,0.02,0.84575,0.023648,0.97274,0.91056,1.8833,0.033017
500,20,0.02,0.02,0.84575,0.023648,0.19455,0.18211,0.37666,0.033027
500,20,0.04,0.02,0.84575,0.023648,0.3891,0.36422,0.75332,0.033027
500,20,0.2,0.02,0.84575,0.023648,1.9455,1.8211,3.7666,0.033027
500,20,0.02,0.03,0.85102,0.035252,0.18781,0.17576,0.36358,0.033143
500,20,0.2,0.03,0.85102,0.035252,1.8781,1.7576,3.6358,0.033143
500,20,0.1,0.03,0.85102,0.035252,0.93907,0.87881,1.8179,0.033148
500,20,0.075,0.03,0.85102,0.035252,0.70431,0.65911,1.3634,0.033152
500,20,0.3,0.03,0.85102,0.035252,2.8172,2.6364,5.4536,0.033152
500,20,0.03,0.03,0.85102,0.035252,0.28172,0.26364,0.54536,0.033152
500,20,0.01,0.03,0.85102,0.035252,0.093908,0.087881,0.18179,0.033154
500,20,0.04,0.03,0.85102,0.035252,0.37563,0.35152,0.72715,0.033157
500,20,0.05,0.03,0.85102,0.035252,0.46954,0.4394,0.90894,0.03316
500,20,0.5,0.03,0.85102,0.035252,4.6954,4.394,9.0894,0.03316
500,20,0.2,0.01,0.83765,0.011938,2.049,1.9172,3.9662,0.033231
500,20,0.02,0.01,0.83765,0.011938,0.2049,0.19172,0.39662,0.033231
500,20,0.1,0.01,0.83765,0.011938,1.0245,0.95858,1.9831,0.033241
500,20,0.01,0.01,0.83765,0.011938,0.10245,0.095858,0.19831,0.033241
500,20,0.075,0.01,0.83765,0.011938,0.76839,0.71894,1.4873,0.033248
500,20,0.5,0.01,0.83765,0.011938,5.1226,4.7929,9.9155,0.033251
500,20,0.05,0.01,0.83765,0.011938,0.51226,0.47929,0.99155,0.033251
500,20,0.04,0.01,0.83765,0.011938,0.40981,0.38343,0.79324,0.033256
500,20,0.3,0.01,0.83765,0.011938,3.0736,2.8757,5.9493,0.033264
500,20,0.03,0.01,0.83765,0.011938,0.30736,0.28757,0.59493,0.033264
500,20,0.02,0.04,0.85508,0.046779,0.18264,0.17085,0.35349,0.033353
500,20,0.2,0.04,0.85508,0.046779,1.8264,1.7085,3.5349,0.033353
500,20,0.075,0.04,0.85508,0.046779,0.6849,0.64068,1.3256,0.033358
500,20,0.5,0.04,0.85508,0.046779,4.566,4.2712,8.8372,0.033359
500,20,0.05,0.04,0.85508,0.046779,0.4566,0.42712,0.88372,0.033359
500,20,0.03,0.04,0.85508,0.046779,0.27396,0.25627,0.53023,0.033363
500,20,0.3,0.04,0.85508,0.046779,2.7396,2.5627,5.3023,0.033363
500,20,0.1,0.04,0.85508,0.046779,0.91321,0.85424,1.7674,0.033365
500,20,0.01,0.04,0.85508,0.046779,0.091321,0.085424,0.17674,0.033365
500,20,0.04,0.04,0.85508,0.046779,0.36528,0.34169,0.70698,0.033367
500,20,0.3,0.05,0.85843,0.058246,2.6755,2.5014,5.1769,0.03363
500,20,0.03,0.05,0.85843,0.058246,0.26755,0.25014,0.51769,0.03363
500,20,0.05,0.05,0.85843,0.058246,0.44592,0.4169,0.86282,0.033634
500,20,0.5,0.05,0.85843,0.058246,4.4592,4.169,8.6282,0.033634
500,20,0.1,0.05,0.85843,0.058246,0.89184,0.8338,1.7256,0.033635
500,20,0.01,0.05,0.85843,0.058246,0.089184,0.08338,0.17256,0.033635
500,20,0.075,0.05,0.85843,0.058246,0.66888,0.62535,1.2942,0.033635
500,20,0.02,0.05,0.85843,0.058246,0.17837,0.16676,0.34513,0.033639
500,20,0.2,0.05,0.85843,0.058246,1.7837,1.6676,3.4513,0.033639
500,20,0.04,0.05,0.85843,0.058246,0.35674,0.33352,0.69025,0.03364
500,20,0.075,0.075,0.86508,0.086697,0.63714,0.59471,1.2319,0.034443
500,20,0.04,0.075,0.86509,0.086697,0.33981,0.31718,0.65699,0.034445
500,20,0.01,0.075,0.86508,0.086697,0.084952,0.079294,0.16425,0.034447
500,20,0.5,0.075,0.86508,0.086697,4.2476,3.9647,8.2123,0.034448
500,20,0.05,0.075,0.86509,0.086697,0.42476,0.39647,0.82123,0.034448
500,20,0.1,0.075,0.86508,0.086697,0.84953,0.79294,1.6425,0.034454
500,20,0.03,0.075,0.86508,0.086697,0.25486,0.23788,0.49274,0.03446
500,20,0.3,0.075,0.86508,0.086697,2.5486,2.3788,4.9274,0.03446
500,20,0.02,0.075,0.86508,0.086697,0.16991,0.15859,0.32849,0.034461
500,20,0.2,0.075,0.86508,0.086697,1.6991,1.5859,3.2849,0.034461
500,20,0.3,0.1,0.87033,0.1149,2.4486,2.2812,4.7298,0.035393
500,20,0.02,0.1,0.87033,0.1149,0.16324,0.15208,0.31532,0.035393
500,20,0.03,0.1,0.87033,0.1149,0.24486,0.22812,0.47298,0.035393
500,20,0.2,0.1,0.87033,0.1149,1.6324,1.5208,3.1532,0.035393
500,20,0.05,0.1,0.87033,0.1149,0.4081,0.3802,0.78829,0.035393
500,20,0.5,0.1,0.87033,0.1149,4.081,3.802,7.8829,0.035393
500,20,0.04,0.1,0.87033,0.1149,0.32648,0.30416,0.63063,0.035393
500,20,0.01,0.1,0.87033,0.1149,0.08162,0.076039,0.15766,0.035399
500,20,0.1,0.1,0.87033,0.1149,0.8162,0.76039,1.5766,0.035399
500,20,0.075,0.1,0.87033,0.1149,0.61215,0.57029,1.1824,0.035403
500,20,0.075,0.25,0.89156,0.28041,0.51123,0.46943,0.98066,0.042624
500,20,0.03,0.25,0.89156,0.28041,0.20449,0.18777,0.39226,0.042625
500,20,0.3,0.25,0.89156,0.28041,2.0449,1.8777,3.9226,0.042625
500,20,0.5,0.25,0.89156,0.28041,3.4082,3.1295,6.5377,0.04263
500,20,0.05,0.25,0.89156,0.28041,0.34082,0.31295,0.65377,0.04263
500,20,0.02,0.25,0.89156,0.28041,0.13633,0.12518,0.26151,0.042637
500,20,0.04,0.25,0.89156,0.28041,0.27266,0.25036,0.52302,0.042637
500,20,0.2,0.25,0.89156,0.28041,1.3633,1.2518,2.6151,0.042637
500,20,0.1,0.25,0.89156,0.28041,0.68165,0.6259,1.3075,0.042639
500,20,0.01,0.25,0.89156,0.28041,0.068165,0.062589,0.13075,0.042646
500,20,0.2,0.5,0.91693,0.5453,1.043,0.92031,1.9633,0.062492
500,20,0.02,0.5,0.91693,0.5453,0.1043,0.092031,0.19633,0.062492
500,20,0.05,0.5,0.91693,0.5453,0.26076,0.23008,0.49084,0.062505
500,20,0.5,0.5,0.91693,0.5453,2.6076,2.3008,4.9084,0.062505
500,20,0.01,0.5,0.91693,0.5453,0.052152,0.046016,0.098167,0.062506
500,20,0.1,0.5,0.91693,0.5453,0.52152,0.46016,0.98167,0.062506
500,20,0.075,0.5,0.91693,0.5453,0.39114,0.34512,0.73625,0.062506
500,20,0.03,0.5,0.91693,0.5453,0.15646,0.13805,0.2945,0.062513
500,20,0.3,0.5,0.91693,0.5453,1.5646,1.3805,2.945,0.062513
500,20,0.04,0.5,0.91693,0.5453,0.20861,0.18406,0.39267,0.062521
500,25,0.01,0.03,0.83334,0.036,0.08417,0.077765,0.16194,0.039552
500,25,0.02,0.03,0.83333,0.036,0.16834,0.15553,0.32387,0.039553
500,25,0.04,0.03,0.83333,0.036,0.33668,0.31106,0.64774,0.039553
500,25,0.2,0.03,0.83334,0.036,1.6834,1.5553,3.2387,0.039553
500,25,0.1,0.03,0.83333,0.036,0.84171,0.77765,1.6194,0.039558
500,25,0.03,0.03,0.83333,0.036,0.25251,0.23329,0.48581,0.039563
500,25,0.3,0.03,0.83333,0.036,2.5251,2.3329,4.8581,0.039563
500,25,0.075,0.03,0.83333,0.036,0.63128,0.58323,1.2145,0.039564
500,25,0.5,0.03,0.83333,0.036,4.2086,3.8882,8.0968,0.039571
500,25,0.05,0.03,0.83333,0.036,0.42086,0.38882,0.80968,0.039571
500,25,0.02,0.02,0.82741,0.024172,0.17442,0.16112,0.33555,0.039636
500,25,0.2,0.02,0.82741,0.024172,1.7442,1.6112,3.3555,0.039636
500,25,0.5,0.02,0.8274,0.024172,4.3606,4.0281,8.3887,0.039637
500,25,0.05,0.02,0.8274,0.024172,0.43606,0.40281,0.83887,0.039637
500,25,0.04,0.02,0.82741,0.024172,0.34885,0.32225,0.67109,0.039637
500,25,0.075,0.02,0.8274,0.024172,0.65409,0.60421,1.2583,0.039641
500,25,0.1,0.02,0.82741,0.024172,0.87212,0.80561,1.6777,0.039644
500,25,0.01,0.02,0.82741,0.024172,0.087212,0.080561,0.16777,0.039644
500,25,0.03,0.02,0.82741,0.024172,0.26164,0.24168,0.50332,0.039657
500,25,0.3,0.02,0.8274,0.024172,2.6164,2.4168,5.0332,0.039657
500,25,0.03,0.04,0.83786,0.04774,0.24555,0.22678,0.47233,0.039739
500,25,0.3,0.04,0.83786,0.047741,2.4555,2.2678,4.7233,0.039739
500,25,0.04,0.04,0.83786,0.04774,0.3274,0.30237,0.62977,0.039745
500,25,0.075,0.04,0.83786,0.047741,0.61388,0.56694,1.1808,0.039753
500,25,0.01,0.04,0.83786,0.04774,0.081851,0.075592,0.15744,0.039755
500,25,0.1,0.04,0.83786,0.047741,0.81851,0.75592,1.5744,0.039755
500,25,0.2,0.04,0.83786,0.04774,1.637,1.5118,3.1489,0.03976
500,25,0.02,0.04,0.83786,0.04774,0.1637,0.15118,0.31489,0.03976
500,25,0.05,0.04,0.83786,0.047741,0.40926,0.37796,0.78722,0.03976
500,25,0.5,0.04,0.83786,0.04774,4.0926,3.7796,7.8722,0.03976
500,25,0.02,0.05,0.84162,0.059409,0.15986,0.14757,0.30743,0.039977
500,25,0.04,0.05,0.84162,0.059409,0.31972,0.29514,0.61486,0.039977
500,25,0.2,0.05,0.84162,0.059409,1.5986,1.4757,3.0743,0.039977
500,25,0.01,0.05,0.84162,0.059409,0.07993,0.073785,0.15371,0.039978
500,25,0.1,0.05,0.84162,0.059409,0.7993,0.73785,1.5371,0.039978
500,25,0.05,0.01,0.81838,0.012219,0.45925,0.42394,0.88319,0.03998
500,25,0.5,0.01,0.81838,0.012219,4.5925,4.2394,8.8319,0.03998
500,25,0.04,0.01,0.81838,0.012219,0.3674,0.33915,0.70655,0.039983
500,25,0.05,0.05,0.84162,0.059409,0.39965,0.36892,0.76857,0.039983
500,25,0.5,0.05,0.84162,0.059409,3.9965,3.6892,7.6857,0.039983
500,25,0.075,0.05,0.84162,0.059409,0.59948,0.55338,1.1529,0.039986
500,25,0.03,0.05,0.84162,0.059409,0.23979,0.22135,0.46114,0.039988
500,25,0.3,0.05,0.84162,0.059409,2.3979,2.2135,4.6114,0.039988
500,25,0.3,0.01,0.81838,0.012219,2.7555,2.5436,5.2991,0.039988
500,25,0.03,0.01,0.81838,0.012219,0.27555,0.25436,0.52991,0.039988
500,25,0.01,0.01,0.81838,0.012219,0.091851,0.084787,0.17664,0.039991
500,25,0.075,0.01,0.81838,0.012219,0.68888,0.6359,1.3248,0.039991
500,25,0.1,0.01,0.81838,0.012219,0.91851,0.84787,1.7664,0.039991
500,25,0.2,0.01,0.81838,0.012219,1.837,1.6957,3.5328,0.039997
500,25,0.02,0.01,0.81838,0.012219,0.1837,0.16957,0.35328,0.039997
500,25,0.02,0.075,0.84906,0.088333,0.15225,0.14033,0.29259,0.04074
500,25,0.2,0.075,0.84906,0.088333,1.5225,1.4033,2.9259,0.04074
500,25,0.5,0.075,0.84906,0.088333,3.8063,3.5083,7.3147,0.04074
500,25,0.05,0.075,0.84906,0.088333,0.38063,0.35083,0.73147,0.04074
500,25,0.075,0.075,0.84906,0.088333,0.57095,0.52625,1.0972,0.04074
500,25,0.3,0.075,0.84906,0.088333,2.2838,2.105,4.3888,0.04074
500,25,0.03,0.075,0.84906,0.088333,0.22838,0.2105,0.43888,0.04074
500,25,0.04,0.075,0.84906,0.088333,0.30451,0.28067,0.58517,0.04074
500,25,0.01,0.075,0.84906,0.088333,0.076127,0.070166,0.14629,0.040748
500,25,0.1,0.075,0.84906,0.088333,0.76127,0.70166,1.4629,0.040748
500,25,0.04,0.1,0.85493,0.11697,0.29253,0.26911,0.56164,0.041699
500,25,0.075,0.1,0.85493,0.11697,0.5485,0.50458,1.0531,0.041705
500,25,0.05,0.1,0.85493,0.11697,0.36567,0.33639,0.70205,0.041706
500,25,0.5,0.1,0.85493,0.11697,3.6567,3.3639,7.0205,0.041706
