A,W,k,ER,ER1,ER2,T,T',MT
250,15,0.3,0.01,0.80093,0.012485,2.5214,2.2968,4.8182
250,15,0.3,0.02,0.81081,0.024667,2.3938,2.183,4.5768
250,15,0.3,0.03,0.8173,0.036706,2.3103,2.1074,4.4177
250,15,0.3,0.04,0.82228,0.048646,2.2462,2.0488,4.295
250,15,0.3,0.05,0.82639,0.060504,2.1933,1.9999,4.1932
250,15,0.3,0.075,0.83455,0.089869,2.0887,1.9018,3.9905
250,15,0.3,0.1,0.84098,0.11891,2.0064,1.8233,3.8297
250,15,0.3,0.25,0.86701,0.28835,1.6745,1.4966,3.1711
250,15,0.3,0.5,0.89809,0.55674,1.2808,1.0894,2.3701
250,15,0.5,0.01,0.80093,0.012485,4.2023,3.8279,8.0303
250,15,0.5,0.02,0.81081,0.024667,3.9897,3.6383,7.628
250,15,0.5,0.03,0.81729,0.036706,3.8504,3.5124,7.3628
250,15,0.5,0.04,0.82228,0.048646,3.7437,3.4146,7.1583
250,15,0.5,0.05,0.82639,0.060504,3.6555,3.3331,6.9886
250,15,0.5,0.075,0.83455,0.089869,3.4812,3.1696,6.6508
250,15,0.5,0.1,0.84098,0.11891,3.3439,3.0389,6.3828
250,15,0.5,0.25,0.86701,0.28835,2.7909,2.4943,5.2852
250,15,0.5,0.5,0.89809,0.55674,2.1346,1.8157,3.9502
250,20,0.01,0.01,0.76982,0.01299,0.073154,0.064894,0.13805
250,20,0.01,0.02,0.78131,0.025598,0.069404,0.061728,0.13113
250,20,0.01,0.03,0.78879,0.038033,0.066969,0.059612,0.12658
250,20,0.01,0.04,0.79455,0.050343,0.065101,0.057965,0.12307
250,20,0.01,0.05,0.79931,0.062554,0.06356,0.056587,0.12015
250,20,0.01,0.075,0.80874,0.092737,0.060513,0.053815,0.11433
250,20,0.01,0.1,0.81618,0.12252,0.058114,0.051593,0.10971
250,20,0.01,0.25,0.84625,0.29542,0.048477,0.042251,0.090728
250,20,0.01,0.5,0.88214,0.56681,0.037066,0.030487,0.067552
250,20,0.02,0.01,0.76982,0.01299,0.14631,0.12979,0.2761
250,20,0.02,0.02,0.78131,0.025598,0.13881,0.12346,0.26226
250,20,0.02,0.03,0.78879,0.038033,0.13394,0.11922,0.25316
250,20,0.02,0.04,0.79455,0.050343,0.1302,0.11593,0.24613
250,20,0.02,0.05,0.79931,0.062554,0.12712,0.11317,0.2403
250,20,0.02,0.075,0.80874,0.092737,0.12103,0.10763,0.22866
250,20,0.02,0.1,0.81618,0.12252,0.11623,0.10319,0.21941
250,20,0.02,0.25,0.84625,0.29542,0.096954,0.084502,0.18146
250,20,0.02,0.5,0.88214,0.56681,0.074131,0.060973,0.1351
250,20,0.03,0.01,0.76982,0.01299,0.21946,0.19468,0.41414
250,20,0.03,0.02,0.78131,0.025598,0.20821,0.18518,0.3934
250,20,0.03,0.03,0.78879,0.038033,0.20091,0.17884,0.37974
250,20,0.03,0.04,0.79455,0.050343,0.1953,0.17389,0.3692
250,20,0.03,0.05,0.79931,0.062554,0.19068,0.16976,0.36044
250,20,0.03,0.075,0.80874,0.092737,0.18154,0.16145,0.34299
250,20,0.03,0.1,0.81618,0.12252,0.17434,0.15478,0.32912
250,20,0.03,0.25,0.84625,0.29542,0.14543,0.12675,0.27218
250,20,0.03,0.5,0.88214,0.56681,0.1112,0.09146,0.20266
250,20,0.04,0.01,0.76982,0.01299,0.29262,0.25958,0.55219
250,20,0.04,0.02,0.78131,0.025598,0.27762,0.24691,0.52453
250,20,0.04,0.03,0.78879,0.038033,0.26788,0.23845,0.50633
250,20,0.04,0.04,0.79455,0.050343,0.26041,0.23186,0.49226
250,20,0.04,0.05,0.79931,0.062554,0.25424,0.22635,0.48059
250,20,0.04,0.075,0.80874,0.092737,0.24205,0.21526,0.45732
250,20,0.04,0.1,0.81618,0.12252,0.23246,0.20637,0.43883
250,20,0.04,0.25,0.84625,0.29542,0.19391,0.169,0.36291
250,20,0.04,0.5,0.88214,0.56681,0.14826,0.12195,0.27021
250,20,0.05,0.01,0.76982,0.01299,0.36577,0.32447,0.69024
250,20,0.05,0.02,0.78131,0.025598,0.34702,0.30864,0.65566
250,20,0.05,0.03,0.78879,0.038033,0.33485,0.29806,0.63291
250,20,0.05,0.04,0.79455,0.050343,0.32551,0.28982,0.61533
250,20,0.05,0.05,0.79931,0.062554,0.3178,0.28294,0.60074
250,20,0.05,0.075,0.80874,0.092737,0.30257,0.26908,0.57164
250,20,0.05,0.1,0.81618,0.12252,0.29057,0.25796,0.54853
250,20,0.05,0.25,0.84625,0.29542,0.24239,0.21125,0.45364
250,20,0.05,0.5,0.88214,0.56681,0.18533,0.15243,0.33776
250,20,0.075,0.01,0.76982,0.01299,0.54865,0.48671,1.0354
250,20,0.075,0.02,0.78131,0.025598,0.52053,0.46296,0.98349
250,20,0.075,0.03,0.78879,0.038033,0.50227,0.44709,0.94936
250,20,0.075,0.04,0.79455,0.050343,0.48826,0.43474,0.923
250,20,0.075,0.05,0.79931,0.062554,0.4767,0.4244,0.90111
250,20,0.075,0.075,0.80874,0.092737,0.45385,0.40362,0.85747
250,20,0.075,0.1,0.81618,0.12252,0.43586,0.38695,0.8228
250,20,0.075,0.25,0.84625,0.29542,0.36358,0.31688,0.68046
250,20,0.075,0.5,0.88214,0.56681,0.27799,0.22865,0.50664
250,20,0.1,0.01,0.76982,0.01299,0.73154,0.64894,1.3805
250,20,0.1,0.02,0.78131,0.025598,0.69404,0.61728,1.3113
250,20,0.1,0.03,0.78879,0.038033,0.66969,0.59612,1.2658
250,20,0.1,0.04,0.79455,0.050343,0.65101,0.57965,1.2307
250,20,0.1,0.05,0.79931,0.062554,0.6356,0.56587,1.2015
250,20,0.1,0.075,0.80874,0.092737,0.60513,0.53815,1.1433
250,20,0.1,0.1,0.81618,0.12252,0.58114,0.51593,1.0971
250,20,0.1,0.25,0.84625,0.29542,0.48477,0.42251,0.90728
250,20,0.1,0.5,0.88214,0.56681,0.37066,0.30487,0.67552
250,20,0.2,0.01,0.76982,0.01299,1.4631,1.2979,2.761
250,20,0.2,0.02,0.78131,0.025598,1.3881,1.2346,2.6226
250,20,0.2,0.03,0.78879,0.038033,1.3394,1.1922,2.5316
250,20,0.2,0.04,0.79455,0.050343,1.302,1.1593,2.4613
250,20,0.2,0.05,0.79931,0.062554,1.2712,1.1317,2.403
250,20,0.2,0.075,0.80874,0.092737,1.2103,1.0763,2.2866
250,20,0.2,0.1,0.81618,0.12252,1.1623,1.0319,2.1941
250,20,0.2,0.25,0.84625,0.29542,0.96954,0.84502,1.8146
250,20,0.2,0.5,0.88214,0.56681,0.74131,0.60973,1.351
250,20,0.3,0.01,0.76982,0.01299,2.1946,1.9468,4.1414
250,20,0.3,0.02,0.78131,0.025598,2.0821,1.8519,3.934
250,20,0.3,0.03,0.78879,0.038033,2.0091,1.7884,3.7974
250,20,0.3,0.04,0.79455,0.050343,1.953,1.7389,3.692
250,20,0.3,0.05,0.79931,0.062554,1.9068,1.6976,3.6044
250,20,0.3,0.075,0.80874,0.092737,1.8154,1.6145,3.4299
250,20,0.3,0.1,0.81618,0.12252,1.7434,1.5478,3.2912
250,20,0.3,0.25,0.84625,0.29542,1.4543,1.2675,2.7218
250,20,0.3,0.5,0.88214,0.56681,1.112,0.9146,2.0266
250,20,0.5,0.01,0.76982,0.01299,3.6577,3.2447,6.9024
250,20,0.5,0.02,0.78131,0.025598,3.4702,3.0864,6.5566
250,20,0.5,0.03,0.78879,0.038033,3.3484,2.9806,6.3291
250,20,0.5,0.04,0.79455,0.050343,3.2551,2.8982,6.1533
250,20,0.5,0.05,0.79931,0.062554,3.178,2.8294,6.0074
250,20,0.5,0.075,0.80874,0.092737,3.0257,2.6908,5.7164
250,20,0.5,0.1,0.81618,0.12252,2.9057,2.5796,5.4853
250,20,0.5,0.25,0.84625,0.29542,2.4239,2.1125,4.5364
250,20,0.5,0.5,0.88214,0.56681,1.8533,1.5243,3.3776
250,25,0.01,0.01,0.74245,0.013469,0.065721,0.056841,0.12256
250,25,0.01,0.02,0.75526,0.026481,0.062343,0.054108,0.11645
250,25,0.01,0.03,0.76366,0.039285,0.060136,0.052277,0.11241
250,25,0.01,0.04,0.77009,0.051942,0.058452,0.050843,0.1093
250,25,0.01,0.05,0.77541,0.064482,0.057061,0.049642,0.1067
250,25,0.01,0.075,0.78596,0.095425,0.054313,0.047218,0.10153
250,25,0.01,0.1,0.79427,0.1259,0.052153,0.045264,0.097417
250,25,0.01,0.25,0.82791,0.30197,0.043478,0.037001,0.080479
250,25,0.01,0.5,0.86803,0.57602,0.033232,0.026487,0.05972
250,25,0.02,0.01,0.74245,0.013469,0.13144,0.11368,0.24513
250,25,0.02,0.02,0.75526,0.026481,0.12469,0.10822,0.2329
250,25,0.02,0.03,0.76366,0.039285,0.12027,0.10455,0.22483
250,25,0.02,0.04,0.77009,0.051942,0.1169,0.10169,0.21859
250,25,0.02,0.05,0.77541,0.064482,0.11412,0.099284,0.21341
250,25,0.02,0.075,0.78596,0.095425,0.10863,0.094435,0.20306
250,25,0.02,0.1,0.79427,0.1259,0.10431,0.090527,0.19483
250,25,0.02,0.25,0.82791,0.30197,0.086955,0.074003,0.16096
250,25,0.02,0.5,0.86803,0.57602,0.066464,0.052976,0.11944
250,25,0.03,0.01,0.74245,0.013469,0.19716,0.17053,0.36769
250,25,0.03,0.02,0.75526,0.026481,0.18703,0.16232,0.34935
250,25,0.03,0.03,0.76366,0.039285,0.18041,0.15683,0.33724
250,25,0.03,0.04,0.77009,0.051942,0.17536,0.15253,0.32789
250,25,0.03,0.05,0.77541,0.064482,0.17118,0.14893,0.32011
250,25,0.03,0.075,0.78596,0.095425,0.16294,0.14165,0.30459
250,25,0.03,0.1,0.79427,0.1259,0.15646,0.13579,0.29225
250,25,0.03,0.25,0.82791,0.30197,0.13043,0.111,0.24144
250,25,0.03,0.5,0.86803,0.57602,0.099696,0.079463,0.17916
250,25,0.04,0.01,0.74246,0.013469,0.26288,0.22737,0.49025
250,25,0.04,0.02,0.75526,0.026481,0.24937,0.21643,0.4658
250,25,0.04,0.03,0.76366,0.039285,0.24055,0.20911,0.44965
250,25,0.04,0.04,0.77009,0.051942,0.23381,0.20337,0.43718
250,25,0.04,0.05,0.77541,0.064482,0.22825,0.19857,0.42681
250,25,0.04,0.075,0.78596,0.095425,0.21725,0.18887,0.40612
250,25,0.04,0.1,0.79427,0.1259,0.20861,0.18105,0.38967
250,25,0.04,0.25,0.8279,0.30197,0.17391,0.148,0.32192
250,25,0.04,0.5,0.86803,0.57602,0.13293,0.10595,0.23888
250,25,0.05,0.01,0.74245,0.013469,0.32861,0.28421,0.61281
250,25,0.05,0.02,0.75526,0.026481,0.31171,0.27054,0.58225
250,25,0.05,0.03,0.76366,0.039285,0.30068,0.26138,0.56207
250,25,0.05,0.04,0.77009,0.051942,0.29226,0.25421,0.54648
250,25,0.05,0.05,0.77541,0.064482,0.28531,0.24821,0.53352
250,25,0.05,0.075,0.78596,0.095425,0.27156,0.23609,0.50765
250,25,0.05,0.1,0.79427,0.1259,0.26077,0.22632,0.48708
250,25,0.05,0.25,0.82791,0.30197,0.21739,0.18501,0.4024
250,25,0.05,0.5,0.86803,0.57602,0.16616,0.13244,0.2986
250,25,0.075,0.01,0.74245,0.013469,0.49291,0.42631,0.91922
250,25,0.075,0.02,0.75526,0.026481,0.46757,0.40581,0.87338
250,25,0.075,0.03,0.76366,0.039285,0.45102,0.39208,0.8431
250,25,0.075,0.04,0.77009,0.051942,0.43839,0.38132,0.81971
250,25,0.075,0.05,0.77541,0.064482,0.42796,0.37231,0.80028
250,25,0.075,0.075,0.78596,0.095425,0.40735,0.35413,0.76148
250,25,0.075,0.1,0.79427,0.1259,0.39115,0.33948,0.73062
250,25,0.075,0.25,0.82791,0.30197,0.32608,0.27751,0.60359
250,25,0.075,0.5,0.86803,0.57602,0.24924,0.19866,0.4479
250,25,0.1,0.01,0.74245,0.013469,0.65721,0.56842,1.2256
250,25,0.1,0.02,0.75526,0.026481,0.62343,0.54108,1.1645
250,25,0.1,0.03,0.76366,0.039285,0.60136,0.52277,1.1241
250,25,0.1,0.04,0.77009,0.051942,0.58452,0.50843,1.093
250,25,0.1,0.05,0.77541,0.064482,0.57061,0.49642,1.067
250,25,0.1,0.075,0.78596,0.095425,0.54313,0.47218,1.0153
250,25,0.1,0.1,0.79427,0.1259,0.52153,0.45264,0.97417
250,25,0.1,0.25,0.82791,0.30197,0.43478,0.37002,0.80479
250,25,0.1,0.5,0.86803,0.57602,0.33232,0.26488,0.5972
250,25,0.2,0.01,0.74245,0.013469,1.3144,1.1368,2.4513
250,25,0.2,0.02,0.75526,0.026481,1.2469,1.0822,2.329
250,25,0.2,0.03,0.76366,0.039285,1.2027,1.0455,2.2483
250,25,0.2,0.04,0.77009,0.051942,1.169,1.0169,2.1859
250,25,0.2,0.05,0.77541,0.064482,1.1412,0.99284,2.1341
250,25,0.2,0.075,0.78596,0.095425,1.0863,0.94435,2.0306
250,25,0.2,0.1,0.79427,0.1259,1.0431,0.90527,1.9483
250,25,0.2,0.25,0.82791,0.30197,0.86956,0.74003,1.6096
250,25,0.2,0.5,0.86803,0.57602,0.66464,0.52976,1.1944
250,25,0.3,0.01,0.74245,0.013469,1.9716,1.7053,3.6769
250,25,0.3,0.02,0.75526,0.026481,1.8703,1.6232,3.4935
250,25,0.3,0.03,0.76366,0.039285,1.8041,1.5683,3.3724
250,25,0.3,0.04,0.77009,0.051942,1.7536,1.5253,3.2789
250,25,0.3,0.05,0.77541,0.064482,1.7118,1.4893,3.2011
250,25,0.3,0.075,0.78596,0.095425,1.6294,1.4165,3.0459
250,25,0.3,0.1,0.79427,0.1259,1.5646,1.3579,2.9225
250,25,0.3,0.25,0.82791,0.30197,1.3043,1.11,2.4144
250,25,0.3,0.5,0.86803,0.57602,0.99697,0.79462,1.7916
250,25,0.5,0.01,0.74245,0.013469,3.286,2.8421,6.1281
250,25,0.5,0.02,0.75526,0.026481,3.1171,2.7054,5.8225
250,25,0.5,0.03,0.76366,0.039285,3.0068,2.6138,5.6207
250,25,0.5,0.04,0.77009,0.051942,2.9226,2.5421,5.4648
250,25,0.5,0.05,0.77541,0.064482,2.8531,2.4821,5.3352
250,25,0.5,0.075,0.78596,0.095425,2.7156,2.3609,5.0765
250,25,0.5,0.1,0.79427,0.1259,2.6077,2.2632,4.8708
250,25,0.5,0.25,0.82791,0.30197,2.1739,1.8501,4.024
250,25,0.5,0.5,0.86803,0.57602,1.6616,1.3244,2.986
250,30,0.01,0.01,0.71784,0.013931,0.060225,0.050838,0.11106
250,30,0.01,0.02,0.73172,0.027333,0.05714,0.048425,0.10556
250,30,0.01,0.03,0.7409,0.040491,0.05511,0.046805,0.10192
250,30,0.01,0.04,0.748,0.053476,0.053547,0.045539,0.099086
250,30,0.01,0.05,0.75379,0.066331,0.052274,0.044468,0.096742
250,30,0.01,0.075,0.76534,0.097996,0.049747,0.042304,0.092051
250,30,0.01,0.1,0.77448,0.12912,0.047753,0.04056,0.088314
250,30,0.01,0.25,0.81128,0.30815,0.039795,0.033098,0.072893
250,30,0.01,0.5,0.85521,0.58465,0.030413,0.023505,0.053919
250,30,0.02,0.01,0.71783,0.013931,0.12045,0.10167,0.22213
250,30,0.02,0.02,0.73172,0.027333,0.11428,0.096851,0.21113
250,30,0.02,0.03,0.7409,0.040491,0.11022,0.09361,0.20383
250,30,0.02,0.04,0.748,0.053476,0.10709,0.091079,0.19817
250,30,0.02,0.05,0.75379,0.066331,0.10455,0.088937,0.19348
250,30,0.02,0.075,0.76534,0.097996,0.099494,0.084608,0.1841
250,30,0.02,0.1,0.77448,0.12912,0.095507,0.081121,0.17663
250,30,0.02,0.25,0.81128,0.30815,0.079591,0.066195,0.14579
250,30,0.02,0.5,0.85521,0.58465,0.060826,0.047011,0.10784
250,30,0.03,0.01,0.71783,0.013931,0.18068,0.15251,0.33319
250,30,0.03,0.02,0.73172,0.027333,0.17142,0.14528,0.31669
250,30,0.03,0.03,0.7409,0.040491,0.16533,0.14042,0.30575
250,30,0.03,0.04,0.748,0.053476,0.16064,0.13662,0.29726
250,30,0.03,0.05,0.75379,0.066331,0.15682,0.1334,0.29023
250,30,0.03,0.075,0.76534,0.097996,0.14924,0.12691,0.27615
250,30,0.03,0.1,0.77448,0.12912,0.14326,0.12168,0.26494
250,30,0.03,0.25,0.81128,0.30815,0.11939,0.099293,0.21868
250,30,0.03,0.5,0.85521,0.58465,0.091239,0.070517,0.16176
250,30,0.04,0.01,0.71783,0.013931,0.24091,0.20335,0.44425
250,30,0.04,0.02,0.73172,0.027333,0.22856,0.1937,0.42226
250,30,0.04,0.03,0.7409,0.040491,0.22044,0.18722,0.40766
250,30,0.04,0.04,0.748,0.053476,0.21419,0.18216,0.39635
250,30,0.04,0.05,0.75379,0.066331,0.2091,0.17787,0.38697
250,30,0.04,0.075,0.76534,0.097996,0.19899,0.16922,0.3682
250,30,0.04,0.1,0.77448,0.12912,0.19101,0.16224,0.35326
250,30,0.04,0.25,0.81128,0.30815,0.15918,0.13239,0.29157
250,30,0.04,0.5,0.85521,0.58465,0.12165,0.094022,0.21567
250,30,0.05,0.01,0.71783,0.013931,0.30113,0.25418,0.55531
250,30,0.05,0.02,0.73172,0.027333,0.2857,0.24212,0.52782
250,30,0.05,0.03,0.7409,0.040491,0.27555,0.23403,0.50958
250,30,0.05,0.04,0.748,0.053476,0.26773,0.2277,0.49543
250,30,0.05,0.05,0.75379,0.066331,0.26137,0.22234,0.48371
250,30,0.05,0.075,0.76534,0.097996,0.24873,0.21152,0.46025
250,30,0.05,0.1,0.77448,0.12912,0.23877,0.2028,0.44157
250,30,0.05,0.25,0.81128,0.30815,0.19898,0.16549,0.36446
250,30,0.05,0.5,0.85521,0.58465,0.15207,0.11753,0.26959
250,30,0.075,0.01,0.71783,0.013931,0.4517,0.38128,0.83297
250,30,0.075,0.02,0.73172,0.027333,0.42855,0.36319,0.79174
250,30,0.075,0.03,0.7409,0.040491,0.41333,0.35104,0.76436
250,30,0.075,0.04,0.748,0.053476,0.4016,0.34155,0.74315
250,30,0.075,0.05,0.75379,0.066331,0.39205,0.33351,0.72557
250,30,0.075,0.075,0.76534,0.097996,0.3731,0.31728,0.69038
250,30,0.075,0.1,0.77448,0.12912,0.35815,0.3042,0.66235
250,30,0.075,0.25,0.81128,0.30815,0.29846,0.24823,0.5467
250,30,0.075,0.5,0.85521,0.58465,0.2281,0.17629,0.40439
250,30,0.1,0.01,0.71784,0.013931,0.60225,0.50837,1.1106
250,30,0.1,0.02,0.73172,0.027333,0.5714,0.48425,1.0556
250,30,0.1,0.03,0.7409,0.040491,0.5511,0.46805,1.0192
250,30,0.1,0.04,0.748,0.053476,0.53547,0.45539,0.99086
250,30,0.1,0.05,0.75379,0.066331,0.52274,0.44468,0.96742
250,30,0.1,0.075,0.76534,0.097996,0.49747,0.42304,0.92051
250,30,0.1,0.1,0.77448,0.12912,0.47753,0.4056,0.88314
250,30,0.1,0.25,0.81128,0.30815,0.39795,0.33098,0.72893
250,30,0.1,0.5,0.85521,0.58465,0.30413,0.23506,0.53919
250,30,0.2,0.01,0.71783,0.013931,1.2045,1.0167,2.2213
250,30,0.2,0.02,0.73172,0.027333,1.1428,0.9685,2.1113
250,30,0.2,0.03,0.7409,0.040491,1.1022,0.9361,2.0383
250,30,0.2,0.04,0.748,0.053476,1.0709,0.91079,1.9817
250,30,0.2,0.05,0.75379,0.066331,1.0455,0.88936,1.9348
250,30,0.2,0.075,0.76534,0.097996,0.99493,0.84608,1.841
250,30,0.2,0.1,0.77448,0.12912,0.95507,0.81121,1.7663
250,30,0.2,0.25,0.81128,0.30815,0.79591,0.66195,1.4579
250,30,0.2,0.5,0.85521,0.58465,0.60826,0.47011,1.0784
250,30,0.3,0.01,0.71784,0.013931,1.8068,1.5251,3.3319
250,30,0.3,0.02,0.73172,0.027333,1.7142,1.4527,3.1669
250,30,0.3,0.03,0.7409,0.040491,1.6533,1.4042,3.0575
250,30,0.3,0.04,0.74799,0.053476,1.6064,1.3662,2.9726
250,30,0.3,0.05,0.75379,0.066331,1.5682,1.334,2.9023
250,30,0.3,0.075,0.76534,0.097996,1.4924,1.2691,2.7615
250,30,0.3,0.1,0.77448,0.12912,1.4326,1.2168,2.6494
250,30,0.3,0.25,0.81128,0.30815,1.1939,0.99293,2.1868
250,30,0.3,0.5,0.85521,0.58465,0.9124,0.70516,1.6176
250,30,0.5,0.01,0.71783,0.013931,3.0113,2.5419,5.5531
250,30,0.5,0.02,0.73172,0.027333,2.857,2.4212,5.2782
250,30,0.5,0.03,0.7409,0.040491,2.7555,2.3403,5.0958
250,30,0.5,0.04,0.748,0.053476,2.6774,2.277,4.9543
250,30,0.5,0.05,0.75379,0.066331,2.6137,2.2234,4.8371
250,30,0.5,0.075,0.76534,0.097996,2.4873,2.1152,4.6025
250,30,0.5,0.1,0.77448,0.12912,2.3877,2.028,4.4157
250,30,0.5,0.25,0.81128,0.30815,1.9898,1.6549,3.6446
250,30,0.5,0.5,0.85521,0.58465,1.5207,1.1753,2.6959
250,35,0.01,0.01,0.69495,0.01439,0.056022,0.046107,0.10213
250,35,0.01,0.02,0.71022,0.02816,0.053081,0.043979,0.097059
250,35,0.01,0.03,0.72,0.041667,0.051209,0.042515,0.093724
250,35,0.01,0.04,0.72762,0.054974,0.049756,0.041375,0.091131
250,35,0.01,0.05,0.7339,0.068129,0.048564,0.040411,0.088974
250,35,0.01,0.075,0.74637,0.10049,0.046205,0.038454,0.084659
250,35,0.01,0.1,0.7562,0.13224,0.044353,0.036865,0.081218
250,35,0.01,0.25,0.79597,0.31408,0.036939,0.030042,0.066981
250,35,0.01,0.5,0.8434,0.59284,0.028221,0.021183,0.049404
250,35,0.02,0.01,0.69495,0.01439,0.11204,0.092215,0.20426
250,35,0.02,0.02,0.71021,0.028161,0.10616,0.087956,0.19412
250,35,0.02,0.03,0.72,0.041667,0.10242,0.085031,0.18745
250,35,0.02,0.04,0.72762,0.054974,0.099513,0.082749,0.18226
250,35,0.02,0.05,0.7339,0.068129,0.097128,0.080821,0.17795
250,35,0.02,0.075,0.74637,0.10049,0.09241,0.076908,0.16932
250,35,0.02,0.1,0.7562,0.13224,0.088706,0.073731,0.16244
250,35,0.02,0.25,0.79597,0.31408,0.073878,0.060085,0.13396
250,35,0.02,0.5,0.8434,0.59284,0.056442,0.042366,0.098808
250,35,0.03,0.01,0.69494,0.01439,0.16807,0.13832,0.30639
250,35,0.03,0.02,0.71021,0.028161,0.15924,0.13193,0.29118
250,35,0.03,0.03,0.72,0.041667,0.15363,0.12755,0.28117
250,35,0.03,0.04,0.72762,0.054974,0.14927,0.12412,0.27339
250,35,0.03,0.05,0.7339,0.06813,0.14569,0.12123,0.26692
250,35,0.03,0.075,0.74637,0.10049,0.13862,0.11536,0.25398
250,35,0.03,0.1,0.7562,0.13224,0.13306,0.1106,0.24366
250,35,0.03,0.25,0.79597,0.31408,0.11082,0.090127,0.20094
250,35,0.03,0.5,0.8434,0.59284,0.084663,0.063549,0.14821
250,35,0.04,0.01,0.69494,0.01439,0.22409,0.18443,0.40852
250,35,0.04,0.02,0.71022,0.02816,0.21232,0.17592,0.38824
250,35,0.04,0.03,0.72,0.041667,0.20484,0.17006,0.3749
250,35,0.04,0.04,0.72762,0.054974,0.19903,0.1655,0.36452
250,35,0.04,0.05,0.7339,0.068129,0.19426,0.16164,0.3559
250,35,0.04,0.075,0.74637,0.10049,0.18482,0.15382,0.33864
250,35,0.04,0.1,0.7562,0.13224,0.17741,0.14746,0.32487
250,35,0.04,0.25,0.79597,0.31408,0.14776,0.12017,0.26793
250,35,0.04,0.5,0.8434,0.59284,0.11288,0.084731,0.19762
250,35,0.05,0.01,0.69494,0.01439,0.28011,0.23054,0.51065
250,35,0.05,0.02,0.71022,0.02816,0.26541,0.21989,0.4853
250,35,0.05,0.03,0.72,0.041667,0.25605,0.21258,0.46862
250,35,0.05,0.04,0.72762,0.054974,0.24878,0.20687,0.45566
250,35,0.05,0.05,0.7339,0.068129,0.24282,0.20205,0.44487
250,35,0.05,0.075,0.74637,0.10049,0.23102,0.19227,0.42329
250,35,0.05,0.1,0.7562,0.13224,0.22177,0.18433,0.40609
250,35,0.05,0.25,0.79597,0.31408,0.18469,0.15021,0.33491
250,35,0.05,0.5,0.8434,0.59284,0.14111,0.10591,0.24702
250,35,0.075,0.01,0.69494,0.01439,0.42017,0.3458,0.76597
250,35,0.075,0.02,0.71021,0.028161,0.39811,0.32984,0.72795
250,35,0.075,0.03,0.72,0.041667,0.38407,0.31887,0.70293
250,35,0.075,0.04,0.72762,0.054974,0.37317,0.31031,0.68348
250,35,0.075,0.05,0.7339,0.068129,0.36423,0.30308,0.66731
250,35,0.075,0.075,0.74637,0.10049,0.34654,0.2884,0.63494
250,35,0.075,0.1,0.7562,0.13224,0.33265,0.27649,0.60914
250,35,0.075,0.25,0.79597,0.31408,0.27704,0.22532,0.50236
250,35,0.075,0.5,0.8434,0.59284,0.21166,0.15887,0.37053
250,35,0.1,0.01,0.69494,0.01439,0.56022,0.46107,1.0213
250,35,0.1,0.02,0.71021,0.028161,0.53081,0.43978,0.97059
250,35,0.1,0.03,0.72,0.041667,0.51209,0.42515,0.93724
250,35,0.1,0.04,0.72762,0.054974,0.49757,0.41374,0.91131
250,35,0.1,0.05,0.7339,0.06813,0.48564,0.40411,0.88974
250,35,0.1,0.075,0.74637,0.10049,0.46205,0.38454,0.84659
250,35,0.1,0.1,0.7562,0.13224,0.44353,0.36865,0.81218
250,35,0.1,0.25,0.79597,0.31408,0.36939,0.30042,0.66981
250,35,0.1,0.5,0.8434,0.59284,0.28221,0.21183,0.49404
250,35,0.2,0.01,0.69494,0.01439,1.1204,0.92214,2.0426
250,35,0.2,0.02,0.71021,0.028161,1.0616,0.87956,1.9412
250,35,0.2,0.03,0.72,0.041667,1.0242,0.85031,1.8745
250,35,0.2,0.04,0.72762,0.054974,0.99513,0.8275,1.8226
250,35,0.2,0.05,0.7339,0.068129,0.97128,0.80821,1.7795
250,35,0.2,0.075,0.74637,0.10049,0.9241,0.76908,1.6932
250,35,0.2,0.1,0.7562,0.13224,0.88706,0.73731,1.6244
250,35,0.2,0.25,0.79597,0.31408,0.73878,0.60085,1.3396
250,35,0.2,0.5,0.8434,0.59284,0.56442,0.42366,0.98808
250,35,0.3,0.01,0.69495,0.01439,1.6807,1.3832,3.0639
250,35,0.3,0.02,0.71021,0.028161,1.5925,1.3193,2.9118
250,35,0.3,0.03,0.72,0.041667,1.5363,1.2755,2.8117
250,35,0.3,0.04,0.72762,0.054974,1.4927,1.2412,2.7339
250,35,0.3,0.05,0.7339,0.06813,1.4569,1.2123,2.6692
250,35,0.3,0.075,0.74637,0.10049,1.3861,1.1536,2.5398
250,35,0.3,0.1,0.7562,0.13224,1.3306,1.106,2.4366
250,35,0.3,0.25,0.79597,0.31408,1.1082,0.90127,2.0094
250,35,0.3,0.5,0.8434,0.59284,0.84663,0.63548,1.4821
250,35,0.5,0.01,0.69495,0.01439,2.8011,2.3054,5.1065
250,35,0.5,0.02,0.71021,0.028161,2.6541,2.1989,4.853
250,35,0.5,0.03,0.72,0.041667,2.5605,2.1258,4.6862
250,35,0.5,0.04,0.72762,0.054974,2.4878,2.0687,4.5566
250,35,0.5,0.05,0.7339,0.06813,2.4282,2.0205,4.4487
250,35,0.5,0.075,0.74637,0.10049,2.3102,1.9227,4.2329
250,35,0.5,0.1,0.7562,0.13224,2.2177,1.8433,4.0609
250,35,0.5,0.25,0.79597,0.31408,1.8469,1.5021,3.3491
250,35,0.5,0.5,0.8434,0.59284,1.4111,1.0591,2.4702
250,40,0.01,0.01,0.67399,0.014837,0.052585,0.042282,0.094868
